date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:02:50	7305/7305	---M--	200	added ('OK')	application/javascript	etag:W/%221c89-1712a60fe9f%22	https://hyper360.api.eng.it/resource/view/360/js/objects/audioCompToScene.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/objects/audioCompToScene.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:51	7600/7600	---M--	200	added ('OK')	application/javascript	etag:W/%221db0-1714e9b4a9f%22	https://hyper360.api.eng.it/resource/view/360/js/use/useImageEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useImageEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:52	4869/4869	---M--	200	added ('OK')	application/javascript	etag:W/%221305-16c674c3cbf%22	https://hyper360.api.eng.it/resource/view/360/js/use/useHtmlEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useHtmlEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:53	4108/4108	---M--	200	added ('OK')	application/javascript	etag:W/%22100c-16ecb7152a6%22	https://hyper360.api.eng.it/resource/view/360/js/use/useTextEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useTextEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:54	3071/3071	---M--	200	added ('OK')	application/javascript	etag:W/%22bff-169ecfb7f3c%22	https://hyper360.api.eng.it/resource/view/360/js/use/useTextlineEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useTextlineEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:55	5601/5601	---M--	200	added ('OK')	application/javascript	etag:W/%2215e1-1714e9b4a9f%22	https://hyper360.api.eng.it/resource/view/360/js/use/useAudioEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useAudioEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:56	4073/4073	---M--	200	added ('OK')	application/javascript	etag:W/%22fe9-1712afa1dd9%22	https://hyper360.api.eng.it/resource/view/360/js/use/useVideoEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useVideoEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:57	3771/3771	---M--	200	added ('OK')	application/javascript	etag:W/%22ebb-169be6705d8%22	https://hyper360.api.eng.it/resource/view/360/js/use/useMetadataEngine.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/useMetadataEngine.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:58	1992/1992	---M--	200	added ('OK')	application/javascript	etag:W/%227c8-169be6705d9%22	https://hyper360.api.eng.it/resource/view/360/js/use/usePostMessage.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/usePostMessage.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:02:59	114239/114239	---M--	200	added ('OK')	application/javascript	etag:W/%221be3f-1727a8fc4ba%22	https://hyper360.api.eng.it/resource/view/360/js/use/use.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/js/use/use.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:01	5802/5802	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4ae6-16aa%22	https://cdnjs.cloudflare.com/ajax/libs/tween.js/16.3.5/Tween.min.js	/Users/zz/Desktop/websites/Test_360/cdnjs.cloudflare.com/ajax/libs/tween.js/16.3.5/Tween.min.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:02	0/0	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2011%20Jun%202020%2017:03:00%20GMT	https://code.jquery.com/ui/1.12.1/jquery-ui.js	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/jquery-ui.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:02	7006/7006	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b5e%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_444444_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
19:03:03	0/0	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2011%20Jun%202020%2017:03:01%20GMT	https://code.jquery.com/jquery-3.2.1.js	/Users/zz/Desktop/websites/Test_360/code.jquery.com/jquery-3.2.1.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:03	7001/7001	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b59%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_555555_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
19:03:04	6313/6313	---M--	200	added ('OK')	image/png	etag:%2257d97c08-18a9%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_ffffff_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
19:03:05	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777620_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
19:03:06	4632/4632	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1218%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_cc0000_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
19:03:07	7013/7013	---M--	200	added ('OK')	image/png	etag:%2257d97c08-1b65%22	https://code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	/Users/zz/Desktop/websites/Test_360/code.jquery.com/ui/1.12.1/themes/base/images/ui-icons_777777_256x240.png	(from https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css)
19:03:08	38/38	UR-M--	401	error ('Unauthorized')	application/javascript	etag:W/%22954cf-1712a60fed6%22	https://hyper360.api.eng.it/resource/view/360/lib/js/jsth/threejs/build/three.min.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/jsth/threejs/build/three.min.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:08	28123/28123	---M--	200	added ('OK')	image/png	etag:W/%226ddb-169be6705f6%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/images/flags.png	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/images/flags.png	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:09	106004/106004	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-169be6705f1%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.eot	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.eot	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:10	106004/106004	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-169be6705f1%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.eot?	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/iconsd41d.eot	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:11	40148/40148	---M--	200	added ('OK')	application/font-woff2	etag:W/%229cd4-169be6705f4%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.woff2	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.woff2	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:12	50524/50524	---M--	200	added ('OK')	application/font-woff	etag:W/%22c55c-169be6705f4%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.woff	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.woff	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:13	105784/105784	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2219d38-169be6705f4%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.ttf	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.ttf	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:15	38/38	UR-M--	401	error ('Unauthorized')	application/javascript	etag:W/%22b3d3e-169be6705e9%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.js	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.js	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:15	390837/390837	---M--	200	added ('OK')	image/svg+xml	etag:W/%225f6b5-169be6705f3%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.svg	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/icons.svg	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:15	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-169be6705f5%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.eot	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.eot	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:16	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-169be6705f5%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.eot?	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-iconsd41d.eot	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:17	12240/12240	---M--	200	added ('OK')	application/font-woff2	etag:W/%222fd0-169be6705f6%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.woff2	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.woff2	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:18	14712/14712	---M--	200	added ('OK')	application/font-woff	etag:W/%223978-169be6705f6%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.woff	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.woff	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:19	30928/30928	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2278d0-169be6705f5%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.ttf	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.ttf	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:20	107201/107201	---M--	200	added ('OK')	image/svg+xml	etag:W/%221a2c1-169be6705f5%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.svg	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/outline-icons.svg	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:21	98640/98640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-169be6705ec%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.eot	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.eot	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:22	98640/98640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-169be6705ec%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.eot?	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-iconsd41d.eot	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:23	54488/54488	---M--	200	added ('OK')	application/font-woff2	etag:W/%22d4d8-169be6705f0%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.woff2	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.woff2	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:24	63728/63728	---M--	200	added ('OK')	application/font-woff	etag:W/%22f8f0-169be6705f0%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.woff	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.woff	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:25	98404/98404	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2218064-169be6705f0%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.ttf	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.ttf	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
19:03:27	18766/18766	URF---	200	added ('OK%20(cached)')	application/json		https://hyper360.api.eng.it/H360/use/config?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&group=RTI_HYPER360ASSESS	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/H360/use/configaec6.json	(from https://hyper360.api.eng.it/H360/use?processId=version%202&resourceName=13.VIDEO_6.2.1_%20BAR%20EMPTY&controls=true&postmsg=false&autoplay=true&group=RTI_HYPER360ASSESS&id=5ecbbc3ca3d4ae53497ecc67&recommendation=true&recomCheck=true&compassStatus=false&uploaded=YES)
19:03:28	507628/507628	---M--	200	added ('OK')	image/svg+xml	etag:W/%227beec-169be6705ef%22	https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.svg	/Users/zz/Desktop/websites/Test_360/hyper360.api.eng.it/resource/view/360/lib/js/semantic/themes/default/assets/fonts/brand-icons.svg	(from https://hyper360.api.eng.it/resource/view/360/lib/js/semantic/semantic.css)
